id,created_time,location,no_comments,no_likes,filter,link,caption,thumbnail,tags,user_name,user_id
1481092198522091305_3316281028,2017-03-29 11:32:50,"31.233122421191, 29.945152502025",9,41,Normal,https://www.instagram.com/p/BSN5YHkgvcp/,#sky #egypt #dailylife #everydayeverywhere #everydaymiddleeast #everydayafrica #everydayegypt #everydaycairo #everydayclimatechange #photography #instagram #streetphotography #photooftheday #instagram #natgeotravel #instapic #checkoutegypt #natgeo #photooftheday #natgeocreative #natgeotravelpic #everybodystreet #natgeoegypt #thisisegypt #seeourworldnow #sea #sand #phonography #panorama #alexandria #egypt🇪🇬,,"everydayafrica, natgeoegypt, natgeotravel, natgeocreative, thisisegypt, instapic, checkoutegypt, seeourworldnow, alexandria, everydayeverywhere, streetphotography, egypt, panorama, everydayclimatechange, natgeo, phonography, instagram, dailylife, photography, everydaymiddleeast, photooftheday, natgeotravelpic, sea, everydaycairo, egypt🇪🇬, sand, sky, everybodystreet, everydayegypt",jack.jokks,3316281028
1481064869007742655_1682581303,2017-03-29 10:38:32,,1,28,Normal,https://www.instagram.com/p/BSNzKa-hFa_/,"@Regrann from @everydayclimatechange - Photo by Ashley Crowther @ashleycrowtherorg for @everydayclimatechange: Rainfall patterns across the Indian subcontinent are continuing to change for the worse. Many parts of the country are receiving too little or too much. However, the overall trends point to a much drier landscape in the middle and long-term future due to the increasing effects of climate change. Both rural and urban communities are facing the consequences of these water shortages, especially those peoples found at the bottom of the socio-economic ladder. Pictured are women in a slum settlement on the outskirts of New Delhi washing their bowls and collecting as much water as they can for storage. . #everydayclimatechange #climatechange #globalwarming #india #asia #climatechangeisreal #newdelhi #delhi #water #rainfall",,"climatechange, delhi, asia, india, rainfall, globalwarming, newdelhi, water, climatechangeisreal, everydayclimatechange",350_southasia,1682581303
1481035680133073005_543960714,2017-03-29 09:40:32,,0,128,Normal,https://www.instagram.com/p/BSNshquAsht/,"We were walking along the stretch of Koh Pao when I saw this villager approaching us from the opposite direction. From a distance, I could see that he has a cigarette neatly tucked away in between his lips, while puffing out little clouds of smoke as he got closer and closer. But it wasn't until he was next to me that I noticed his cigarette, which turned out to be a leaf roll, matches well with his full camo outfit. So in my newly learned Khmer language, I asked him for a portrait and thankfully, behind the fierce demeanour lies a kind and gentle man who was more than willing to pose for a shot. #reportagespotlight #portrait #EverydayEverywhere #wearethestreet #sonyimages #instamagazine_ #sonyA7RII #vsco #summicron35 #leica #myfeatureshoot #singapore #documentary #cambodia #sandmining #sanddredging #environment #children #everydayclimatechange #everydayasia",,"myfeatureshoot, wearethestreet, sanddredging, summicron35, everydayeverywhere, leica, sonyimages, reportagespotlight, everydayclimatechange, singapore, vsco, instamagazine_, children, sonya7rii, everydayasia, portrait, environment, sandmining, documentary, cambodia",arif__nurhakim,543960714
1481031837287239190_1928011627,2017-03-29 09:32:54,"-84.948335146227, 81.331676277822",2,87,Normal,https://www.instagram.com/p/BSNrpvyjM4W/,"Metal rusted over the years at Petermann Island, Antarctica with Gentoo penguins waggling around it . . . . . . #quarkexpeditions #antarctica #southpole #landscape_captures #landscape_lovers #loves_landscape #bns_landscape #landscapephotography #landscapestylegf #everydayclimatechange #argentina",,"climatechange, polartravel, argentina, loves_landscape, landscapephotography, naturegeography, travelwithquark, ig_naturelovers, travelphotography, bns_landscape, natureaddict, snow_perfection, travel, landscapestylegf, globalwarming, globewanderer, nature_seekers, landscapephotos, big_shotz, outdoors, travelingram, worldcaptures, iceberg, thegreatoutdoors, natureonly, worldplaces, expedition, climatechangeisreal, adventureinyou, quarkexpeditions, ig_worldclub, arctic, everydayclimatechange, expeditionearth, landscape_lovers, antarctica, mytravelgram, landscape_captures, adventureculture, southpole",k.machielse,1928011627
1480752334388331226_851294,2017-03-29 00:17:35,"39.84, 2.77583333",4,80,Normal,https://www.instagram.com/p/BSMsGcbjALa/,"I am in love with our planet. I do believe that we can stop destroying our earth. She doesn't need us humans to flourish, you know. But we need her. And I believe humanity didn't get this far to ruin the only thing we need to survive. I strongly believe that all of us can save our beloved and much needed planet if we only stick together and do everything we can to help her survive us humans. Yes, I believe every single one of you can change the world. 💞",,"beach, beautiful, mountain, mallorcaisland, vacations, inlovewithourplanet, mallorca, spain, sunnyday, oceanview, mediterraneansea, everydayclimatechange, holidays, yeswecan, changetheworld",tellanya,851294
1480744702642663906_323220592,2017-03-29 00:02:25,,0,35,Normal,https://www.instagram.com/p/BSMqXY0DrHi/,"#Repost @everydayclimatechange with @repostapp ・・・ Photo by Georgina Goodwin @ggkenya for @everydayclimatechange. . Amina Suleiman Gas, 45 stands amidst the carcasses of her dead animals, piled for burning outside the compound where she has lived for 10 years in Barwako village 20kms into the desert from Anaibo Town, central Somaliland. Last week she lost 18 of her animals, now she is left with 12. She sent most of her livestock west with her neighbor in November 2016 when the drought began to get worse and fears they have not survived. Barwako was a village of 100 families but 245 more have come in from the surrounding area because of the drought. Amina is a member of the Villlage Savings and Loans Association (VSLA) who have shared all their savings with the displaced families, now they have nothing left. ""We shared everything with them,"" Amina says. At least 6.2 million people, more than half the population, need assistance after 4 consecutive seasons of failed rains over 3 years have left the region depleted of all its resources and experiencing a drought on a scale not seen since 1974. It is on the verge of famine. CARE International has helped over 300,000 people since the drought situation became critical in October 2016, 200,000 of which have received water assistance. . . . . #lenscultureportraits #portrait #portraitphotography #documentary #photojournalism #everydayclimatechange #womenphotojournalism @Catchlight.io #ReportageSpotlight #justbackfrom #waterislife #mycanon #visualsoflife #canonphotos #pastoralism #acolorstory #canon5dmarkiii #climatechange #globalwarming #Somaliland #drought #water #safewater #vsco",,"canon5dmarkiii, mycanon, waterislife, portraitphotography, acolorstory, reportagespotlight, everydayclimatechange, vsco, climatechange, portrait, canonphotos, globalwarming, somaliland, lenscultureportraits, repost, documentary, water, pastoralism, womenphotojournalism, safewater, visualsoflife, drought, photojournalism, justbackfrom",happylizmary,323220592
1480722639545759915_2903322777,2017-03-28 23:18:35,,4,81,Normal,https://www.instagram.com/p/BSMlWU9APir/,"the 4.continent, east-afrika is drought-stricken but the President of the United States denies #climatechange. Here is my new work for #tropicice #placesofclimatechangeindialog #tansania #actonclimate #climatechangeisreal #350org #everydayclimatechange #leonardodicaprio #amazonwatch",,"climatechange, amazonwatch, tansania, leonardodicaprio, placesofclimatechangeindialog, climatechangeisreal, 350org, everydayclimatechange, tropicice, actonclimate",barbaradombrowski,2903322777
1480621484887852873_195296130,2017-03-28 19:57:37,,9,200,Normal,https://www.instagram.com/p/BSMOWVVjUdJ/,"@Regrann from @leonardodicaprio - #Regram #RG @everydayclimatechange: Photo by Georgina Goodwin @ggkenya for @everydayclimatechange. This image of an Amhara boy and his horse in barren fields that should be full of wheat and teff was taken in Wollo 600kms north of Ethiopia's capital Addis in 2008 when the entire region suffered major drought as both the years' rains failed. Ethiopia continues to face the same issues of failed rains and are currently suffering the worst drought in 30 years exacerbated by the El Niño phenomenon. A recent climate change study in the Horn of Africa finds that the land is drying out at an unusually fast pace as a result of soaring greenhouse gas emissions. Associate professor at the University of Arizona and lead author of the study Jessica Tierney said in a statement in the IBTimes, ""Given the scale of threats in Africa and across the world, studying the hyper-local impacts of climate change will be critical to helping communities adapt and prepare"". In a country where more than eight in ten people depend on rain-fed agriculture, the drought is having a significant impact and the Ethiopian government estimates that more than 9 million people will need humanitarian assistance in 2016. #climatechange #globalwarming #everydayclimatechange #ethiopia #documentary #photojournalism #climate #visualsoflife #ethiopia #GlobalClimateChange2015 #News #environment #famine - #regrann",,"climatechange, climate, globalclimatechange2015, environment, globalwarming, regram, ethiopia, documentary, regrann, rg, famine, everydayclimatechange, visualsoflife, photojournalism, news",fifthdegreeusa,195296130
1480593780804875901_3973941991,2017-03-28 19:02:34,"36.6453, 51.4958",0,31,Normal,https://www.instagram.com/p/BSMIDL5hvZ9/,. . At the beach . . photo by: @farshidtighehsaz . . #caspianseaproject #caspiansea #documentryphotography #blackandwhitephotography #bnw_life #bnw #everydayeverywhere #everydayrussia #everydayasia #medailylife #everydayclimatechange #everydayaze #instagram #documentary #climatechange #socialmedia #socialissues #contemporaryissues #mazandaran #lensculture,,"socialissues, caspiansea, bnw, lensculture, bnw_life, everydayeverywhere, documentryphotography, everydayclimatechange, caspianseaproject, everydayaze, instagram, climatechange, everydayrussia, everydayasia, contemporaryissues, medailylife, blackandwhitephotography, documentary, socialmedia, mazandaran",caspianseaproject,3973941991
1480569555210171317_754242044,2017-03-28 18:14:26,,1,46,Normal,https://www.instagram.com/p/BSMCiqDj3O1/,"Do you want to see Oregon's weak forestry laws updated to protect our public commons? Now you have the opportunity to speak up! Pacific Rivers has introduced legislation to reform the Oregon Forest Practices Act and there will be a hearing this Thursday March 30th in Salem at the Capitol. This is an opportunity to make a difference! Thursday, March 30, 2017 Time: 8:00 AM Hearing Room D 900 Court St. NE, HR-D Salem, OR 97301 Photo: Shane Anderson #Oregon #forest #river #nature #everydayclimatechange #keeporegongreen #pacificrivers",,"keeporegongreen, river, nature, forest, everydayclimatechange, oregon, pacificrivers",pacificrivers,754242044
1480554636204302666_1385121036,2017-03-28 17:44:48,"51.553486939529, -3.3899688720703",3,53,Normal,https://www.instagram.com/p/BSL_Jjpg-FK/,"Today marks the launch of the new £1 coin. A 12 sided coin that is being billed as the 'most secure coin in the world'. But is it helping to secure a world free of climate change that we want to see? The banks a lot of us save and spend our money with are still investing in fossil fuels which are causing climate change. To mark the occasion, use your new pound coin for good. Post a picture of your new coin and share messages with the banks - @royalbank @barclaysuk @hsbc and Lloyds Bank - asking them to keep the future of this coin and all other investments clean by making the Big Shift to renewable energy. #newpoundcoin #poundcoin #climatechange #everydayclimatechange #currency #changeiscoming #money #moneymoneymoney #brighterdays #brighterfuture #divestment #keepitclean #campaigners #solarpower",,"climatechange, currency, divestment, changeiscoming, money, campaigners, poundcoin, brighterdays, keepitclean, brighterfuture, everydayclimatechange, newpoundcoin, solarpower, moneymoneymoney",christianaiduk,1385121036
1480530394720820856_3518196733,2017-03-28 16:56:38,"14.6211, -90.5269",0,21,Normal,https://www.instagram.com/p/BSL5ozAgN54/,Nosotros de otorgamos creatividad y calidad. Contáctanos. . . . . . #reuse #everydayclimatechange #recycled #woodart #woodworking #interiordesign #interiordecor #recycledwood #recycleddesign #diseñodeinteriores #reciclaje #decoracionenmadera #palette #reusa #artesanal #minimalista #mininalism #minimaldesign,,"woodworking, recycledwood, minimalista, decoracionenmadera, artesanal, interiordesign, recycled, everydayclimatechange, interiordecor, reciclaje, reusa, diseñodeinteriores, minimaldesign, reuse, recycleddesign, palette, mininalism, woodart",elgarage_gt,3518196733
1480500722017944829_353757458,2017-03-28 15:57:40,,1,80,Normal,https://www.instagram.com/p/BSLy5AJlsT9/,"Berburu Gajah Sumatera di kawasan Kabupaten Lahat, Desa Merapi. #onassignment #photojournalism #thetelegraph #everydayclimatechange #wwfid",,"thetelegraph, onassignment, everydayclimatechange, photojournalism, wwfid",iwancheristian,353757458
1480497846670473234_1583587650,2017-03-28 15:51:58,,5,29,Normal,https://www.instagram.com/p/BSLyPKRhjgS/,LAST DAY to contribute to Saving Trees Through Art! We're almost there-don't miss the chance to be a part of this ART/ENVIRONMENTAL project🌳🎨🌳Please see the details on my Kickstarter project page https://www.kickstarter.com/projects/162143194/saving-trees-through-art I greatly appreciate your help and support! #drawing #painting #nikaart #art #environment #environmentalart #tree #rainforest #brazil #stamp #fingerprint #volunteer #reforestation #deforestation #climatechange #illegallogging #blackandwhite #artworld #change #global #amazon #amazonrainforest #plant #eco #green #everydayclimatechange #saveatree,,"eco, illegallogging, change, deforestation, reforestation, stamp, plant, fingerprint, amazonrainforest, saveatree, painting, everydayclimatechange, blackandwhite, climatechange, amazon, environment, green, global, artworld, brazil, nikaart, rainforest, art, volunteer, drawing, environmentalart, tree",nika.k.art,1583587650
1480438658808821427_1928011627,2017-03-28 13:54:22,"-84.948335146227, 81.331676277822",7,75,Normal,https://www.instagram.com/p/BSLkx3SDjaz/,Cruising through sea ice and icebergs in all forms and shapes. It looks cold. And it def is! . . . . . . . #travelwithquark #antarctica #southpole #landscape_captures #landscape_lovers #loves_landscape #bns_landscape #landscapephotography #landscapestylegf #everydayclimatechange #iceberg,,"loves_landscape, travelwithquark, landscapephotography, bns_landscape, landscapestylegf, iceberg, everydayclimatechange, landscape_lovers, antarctica, landscape_captures, southpole",k.machielse,1928011627
1480436603507104194_1583587650,2017-03-28 13:50:17,,2,62,Normal,https://www.instagram.com/p/BSLkT9IhtnC/,"""Coconut Canopy"", 9x12 inches, ink on paper, 2017 #coconut #palm #leaf #stcroix #nature #tree #drawing #Nikaart #nikolinakovalenko #art #painting #onpaper #blackandwhite #contemporary #artworld #artist #interiordesign #plant #travel #rainforest #ink #jungle #forest #organic #eco #green #sustainable #everydayclimatechange",,"eco, stcroix, travel, plant, contemporary, sustainable, nikolinakovalenko, leaf, painting, interiordesign, jungle, everydayclimatechange, blackandwhite, nature, organic, ink, green, artworld, palm, forest, nikaart, rainforest, art, artist, drawing, coconut, tree, onpaper",nika.k.art,1583587650
1480429519932644610_1682880966,2017-03-28 13:36:13,,0,49,Normal,https://www.instagram.com/p/BSLis4Cll0C/,Photo by @duniaimaji (Fahreza Ahmad). #Fishermen pushing the boat that will be used to spread the trawl. #Aceh Province. Early March 2017. #creativeimagemagazine #everydayeverywhere #everydayclimatechange #reportagespotlight #1000kata #pewartafotoindonesia,,"pewartafotoindonesia, creativeimagemagazine, everydayeverywhere, reportagespotlight, everydayclimatechange, aceh, fishermen, 1000kata",duniaimaji,1682880966
1480428676482317621_423305155,2017-03-28 13:34:32,,3,104,Normal,https://www.instagram.com/p/BSLigmhB701/,Morning glory.... . . . . . . . #elsalvador #documentary #reportagespotlight #everydayeverywhere #everydaylatinamerica #centralamerica #panam #comeandsee #vscocam #morning #morninglight #carro #bus #traffic #everydaylatinamerica #everydayclimatechange #pollution #sansalvador #cityscape #city #dailylife #struggle #cables #colorphotography #kodak_photo #myfeatureshoot #natgeo,,"myfeatureshoot, morning, kodak_photo, city, pollution, sansalvador, everydayeverywhere, panam, reportagespotlight, everydayclimatechange, natgeo, comeandsee, morninglight, dailylife, cityscape, cables, elsalvador, carro, documentary, everydaylatinamerica, colorphotography, vscocam, bus, centralamerica, struggle, traffic",federico_vespignani,423305155
1480361424424568634_2972797708,2017-03-28 11:20:55,"21.311388888889, -157.79638888889",8,78,Normal,https://www.instagram.com/p/BSLTN9KBIc6/,"From the Pink Slug Re-introduction program. Photograph by @mrclnd Location: Hawaii. As a result of the continued downward spiral of the pink slug population, one of the most colorful wildlife recovery efforts ever attempted began; The Pink Slug Re-introduction program. . Sent a dm if you too want to relocate a pink slug in your neighbourhood. . . #handmade#sculpey#streetart#climatechange#actnow#thepinkslug#pinkslug#kaputar#globalwarming#everydayclimatechange#streetart#slugsaver#slugsavers#norway#hot#pink",,"kaputar, streetart, slugsavers, pink, everydayclimatechange, slugsaver, sculpey, handmade, thepinkslug, norway, pinkslug, globalwarming, actnow, climatechange, hot",the_pink_slug,2972797708
1480350472627104615_3972102318,2017-03-28 10:59:09,,2,15,Normal,https://www.instagram.com/p/BSLQulgBStn/,The ice formations on Jokusarlon beach offer seemingly endless aesthetic compositions. @jonnybellphotography ice diamond images consider the implications of increasing melt from glaciers and #Disappearance #iceland #blackandwhitephotography #blacksandbeach #blurry #blur #jokusarlon #jonnybell #glaciers #everydayclimatechange #climatechange #mystopover #multipleexposure #multipleexposures,,"jonnybell, multipleexposures, mystopover, multipleexposure, everydayclimatechange, blur, jokusarlon, iceland, blurry, blacksandbeach, blackandwhitephotography, climatechange, glaciers, disappearance",jonnybellphotography,3972102318
1480344953661932129_4096364518,2017-03-28 10:48:11,"-2.88, 111.88",5,341,Normal,https://www.instagram.com/p/BSLPeRkD8Jh/,Who wore it better 💅🏻Did anyone catch our new YouTube video? Pls tell us what you think/ want to see more of! 😜[link in bio] . . . #kalimantan #borneo #indonesia #take3forthesea #travel #vlog #tanjungputing #volunteer #conservation #lifeofadventure #travelgram #instagood #instadaily #photooftheday #picoftheday #happy #climatechange #climatechangeisreal #everydayclimatechange #natgeo #natgeowild #wwf #greenpeace #startwith1thing,,"natgeowild, lifeofadventure, travelgram, everydayclimatechange, happy, climatechangeisreal, indonesia, travel, photooftheday, vlog, greenpeace, picoftheday, climatechange, tanjungputing, conservation, volunteer, instadaily, borneo, kalimantan, instagood, take3forthesea, natgeo, startwith1thing, wwf",jaspersinthewild,4096364518
1480297584996506743_35713077,2017-03-28 09:14:05,,6,124,Normal,https://www.instagram.com/p/BSLEs-Dldx3/,"One of the most beautiful things about Bali is the use of Bamboo. Impeccable and sustainable material. This is one of the amazing uses they give to bamboo here, even the lamp is made from bamboo! Showing our little guy that it IS possible to make 100% sustainable architecture is a gift of life. // Una de las cosas más increíbles de Bali es la arquitectura en Bambu. Este material es impecable y muy sostenible. Este es uno de los muchos usos que le encuentran acá al bambu, hasta la lámpara está hecha de bambu, increíble! Mostarle a Matías con @coneyo que SI es posible hacer arquitectura 100% sostenible, es un regalo de la vida. . . . #binduislivelovetravelwork #naturephotography @explorecreateshare @earthfocus #architecturephoto @ourstunningplanet #travelingourplanet #exploreheaven #earthfocus #familytravel #macatofamily #macatotravels @natgeotravel #beautifuldestinations #explorecreateshare #3growingsouls #motherlove #indonesia #travelindonesia #hereandnow #travel #traveltheworld #everydayclimatechange #unep #environment #unfcc #bali #balicili #balitravel",,"hereandnow, macatofamily, balitravel, traveltheworld, everydayclimatechange, bali, explorecreateshare, motherlove, indonesia, travel, earthfocus, 3growingsouls, travelingourplanet, balicili, naturephotography, macatotravels, travelindonesia, environment, unep, familytravel, architecturephoto, beautifuldestinations, unfcc, exploreheaven, binduislivelovetravelwork",bindu_media,35713077
1480244948695262281_1561110271,2017-03-28 07:29:30,"9.5754922543127, 44.032003997692",11,1539,Normal,https://www.instagram.com/p/BSK4vArjCRJ/,"Photo by Georgina Goodwin @ggkenya for @everydayclimatechange. . Amina Suleiman Gas, 45 stands amidst the carcasses of her dead animals, piled for burning outside the compound where she has lived for 10 years in Barwako village 20kms into the desert from Anaibo Town, central Somaliland. Last week she lost 18 of her animals, now she is left with 12. She sent most of her livestock west with her neighbor in November 2016 when the drought began to get worse and fears they have not survived. Barwako was a village of 100 families but 245 more have come in from the surrounding area because of the drought. Amina is a member of the Villlage Savings and Loans Association (VSLA) who have shared all their savings with the displaced families, now they have nothing left. ""We shared everything with them,"" Amina says. At least 6.2 million people, more than half the population, need assistance after 4 consecutive seasons of failed rains over 3 years have left the region depleted of all its resources and experiencing a drought on a scale not seen since 1974. It is on the verge of famine. CARE International has helped over 300,000 people since the drought situation became critical in October 2016, 200,000 of which have received water assistance. . . . . #lenscultureportraits #portrait #portraitphotography #documentary #photojournalism #everydayclimatechange #womenphotojournalism @Catchlight.io #ReportageSpotlight #justbackfrom #waterislife #mycanon #visualsoflife #canonphotos #pastoralism #acolorstory #canon5dmarkiii #climatechange #globalwarming #Somaliland #drought #water #safewater #vsco",,"acolorstory, drought, mycanon, vsco, everydayclimatechange, documentary, somaliland, justbackfrom, water, canonphotos, portrait, womenphotojournalism, climatechange, visualsoflife, waterislife, pastoralism, photojournalism, lenscultureportraits, canon5dmarkiii, reportagespotlight, portraitphotography, globalwarming, safewater",everydayclimatechange,1561110271
1480244184107325492_43503624,2017-03-28 07:27:59,"9.5754922543127, 44.032003997692",7,280,Normal,https://www.instagram.com/p/BSK4j4mjhg0/,"Amina Suleiman Gas, 45 stands amidst the carcasses of her dead animals, piled for burning outside the compound where she has lived for 10 years in Barwako village 20kms into the desert from Anaibo Town, central Somaliland. Last week she lost 18 of her animals, now she is left with 12. She sent most of her livestock west with her neighbor in November 2016 when the drought began to get worse and fears they have not survived. Barwako was a village of 100 families but 245 more have come in from the surrounding area because of the drought. Amina is a member of the Villlage Savings and Loans Association (VSLA) who have shared all their savings with the displaced families, now they have nothing left. ""We shared everything with them,"" Amina says. At least 6.2 million people, more than half the population, need assistance after 4 consecutive seasons of failed rains over 3 years have left the region depleted of all its resources and experiencing a drought on a scale not seen since 1974. It is on the verge of famine. CARE International has helped over 300,000 people since the drought situation became critical in October 2016, 200,000 of which have received water assistance. . . . . #lenscultureportraits #portrait #portraitphotography #documentary #photojournalism #everydayclimatechange #womenphotojournalism @Catchlight.io #ReportageSpotlight #justbackfrom #waterislife #mycanon #visualsoflife #canonphotos #pastoralism #acolorstory #canon5dmarkiii #climatechange #globalwarming #Somaliland #drought #water #safewater #vsco #myfeatureshoot",,"acolorstory, drought, mycanon, vsco, everydayclimatechange, documentary, somaliland, justbackfrom, water, canonphotos, portrait, womenphotojournalism, climatechange, visualsoflife, waterislife, pastoralism, photojournalism, lenscultureportraits, myfeatureshoot, canon5dmarkiii, reportagespotlight, portraitphotography, globalwarming, safewater",ggkenya,43503624
1480199639860732873_2968718695,2017-03-28 05:59:29,,0,67,Normal,https://www.instagram.com/p/BSKubrij2PJ/,"#Repost @ravimishraindia ・・・ Watching Karu, a small child sitting alone on top of a pile of rocks surrounded by coal, soiled by black dust, turning his back to the rest of the world makes me reflect on the state of existence of children in the coalfields of Jharia. The kid seems to have become more familiar with coal than anything else around. This makes me recall the days when I was a child and how cluelessly, at the age of 13, I embarked on an unknown journey of life, with no one else around me, it reminded me of the time when I had to take tough decisions in situations that offered hardly any choices and how I had to work for 20-21 hours to ensure survival. The plight of kids here in Jharia is disheartening. Almost every child lives a life that many of us can't even think of. The word 'childhood’ holds no meaning in their lives. Working conditions in the coalfields are such that a mere slip of foot would result in death from coal fire. Children who have hardly completed a decade of their lives, have dry scaly skin, already. The limbs that are supposed to be nurtured with oil and sports are found smeared in coal and black dust. The air that they respire does no good, either. Their faces are smudged with ashes and soot. Their growth stunted. It is difficult to digest the fact that children as young as 5 get up at 4 in the morning and walk for hours- only to earn a living! It feels terrible to watch such small kids scavenging coal, picking up numerous baskets, making countless treks up and down the hills, getting stained with black coal in a dangerously polluted and unsafe region, leaving behind their childhood- only to find means of survival. But, there's a gleam of hope that comes out of their sparkling eyes as they speak. The smile that shoves off every dust particle on their face overpowers all odds.  @thevisualactivist for #everydayindia #PVCHR #u4humanrights #India #Asia #everydayclimatechange #everydayeverywhere #tybitto #reportagespotlight #Jharia #everydaychildhood",,"u4humanrights, repost, everydayeverywhere, pvchr, everydayclimatechange, reportagespotlight, india, everydayindia, everydaychildhood, tybitto, jharia, asia",everydaychildhood,2968718695
1480177168784624611_2968718695,2017-03-28 05:14:50,,0,68,Normal,https://www.instagram.com/p/BSKpUruDQvj/,"#Repost @ravimishraindia ・・・ ""I had discontinued school after my father's demise"", says Sadaam Khan, 14. He recalls having left school after his third grade. Sadaam has been earning his bread since 5-6 years by scavenging coal in Jharia. When asked if he would like to resume school, he promptly replies with a 'yes'. From ""I'll become whatever destiny holds for me"" to ""I want to become an Engineer"" Sadaam's future aspirations reflect his high hopes from life. I asked him if there was anything that he would like to ask from the rest of the world. He replied, ""I would ask for the fulfillment of my dream of becoming an Engineer after studying well."" This year I will be sharing stories that I have covered in Jharia for the past 8 years. #Everydayindia #everydayclimatechange #everydayeverywhere #people #life #climatechange #pollution #fire #nature #India #Asia #reportagespotlight #landscape #NatgeoEarthDay #tybitto #dailylifeindia #everydaychildhood",,"dailylifeindia, repost, people, everydayclimatechange, pollution, india, nature, fire, tybitto, life, climatechange, asia, everydayeverywhere, reportagespotlight, landscape, natgeoearthday, everydayindia, everydaychildhood",everydaychildhood,2968718695
1480118593390695670_2108405955,2017-03-28 03:18:27,,2,175,Normal,https://www.instagram.com/p/BSKcATIgNT2/,"After declining off from a peak in the 1990s and early 2000s, Amazon deforestation increased last year for the first time in the past decade. The forces behind deforestation are myriad: industry, agriculture, mining, but “progress"" often comes at an untold cost. https://goo.gl/EEdDdW I just returned from a month long assignment for @greenpeaceuk to document this increase in deforestation. This is an aerial view of the western branch of the Rio Uaça as it meanders through rainforest land west of Parque Nacional do Cabo Orange in Brazil. Beyond that the protection of these lands is vitally important in efforts to stem global warming and climate change, these lands offer a shrinking window into what a world without human impact once looked like. While the new American presidential administration is choosing to ignore, lie and cast doubt about man’s impact on the climate, these alternative facts don’t mean we can ignore it. We all have to make efforts locally - and globally - to ensure that future generations have a healthy Earth to call home. See more of my images of the Amazon at The Guardian. https://goo.gl/HK85RQ #amazondeforestation #amazonrainforest #amazon #climatechange #globalwarming #environment #environmentalism #conservation #brazil #rainforest #trees #amapa #ghostforest #everydayclimatechange #greenpeace #greenpeaceuk",,"environmentalism, greenpeaceuk, everydayclimatechange, amazonrainforest, brazil, ghostforest, greenpeace, trees, climatechange, environment, conservation, amazondeforestation, rainforest, amapa, globalwarming, amazon",danielbeltraphoto,2108405955
1480108534627998367_564835471,2017-03-28 02:58:28,"1.29967, 103.8520584",1,74,Normal,https://www.instagram.com/p/BSKZt7Lhpqf/,"The screenings for our #storiesthatmatter programme may be over, but come by still for the #EverydayClimateChange Exhibition, running till 30 Apr. . @everydayclimatechange shares images by photographers from all over the world regarding climate change. As these photographers are diverse and have different cultures, the assortment of images gathered reflects these varying perspectives. The photographs chosen illustrate the causes and effects of everyday climate change, and possible solutions that different communities are undertaking. . Part of #storiesthatmatter. Stories That Matter, is an annual @objectifscentre programme that looks at critical issues in our world through photography and film. Thanks to the @everydayclimatechange contributors who are sharing these important stories with us! . #climatechange #climatechangeisreal #everydayclimatechange #outdoorexhibition",,"climatechange, outdoorexhibition, everydayclimatechange, climatechangeisreal, storiesthatmatter",objectifscentre,564835471
1480057306245913814_1611889310,2017-03-28 01:16:41,"37.915833333333, -122.31166666667",1,69,Normal,https://www.instagram.com/p/BSKOEdCAlzW/,"California just extended regulations on vehicle efficiency and electric car sales, a bit of a thumb in the eye for the #Trump administration as it looks to destroy all of the Obama administration's progress on the industry and US vehicle fleet Cycling the world, telling the human story of climate change. #climate #climatechange #fossilfuels #renewables #renewableenergy #renewablefuture #EV #hesterthebike #travel #travelphotography #landscape #nikon #USA #america #california#everydayclimatechange",,"ev, hesterthebike, nikon, everydayclimatechange, america, renewableenergy, renewablefuture, travel, usa, california, trump, climatechange, climate, landscape, renewables, fossilfuels, travelphotography",360bybike,1611889310
1480019556629402518_2015286543,2017-03-28 00:01:41,"38.6272, -90.1978",1,5,Dogpatch,https://www.instagram.com/p/BSKFfH9htOW/,"'Fleurs de la glace' illustration in a newly acquired copy of Les Glaciers (1888). Like its fantastic Sphinx / Hermes cover, much of the contents of 'The Glaciers' survey are now entirely mythological. #everydayclimatechange",,everydayclimatechange,dimedout,2015286543
1479946087791045238_3518196733,2017-03-27 21:35:43,"14.6211, -90.5269",1,29,Normal,https://www.instagram.com/p/BSJ0yAxg6p2/,Compartamos también una taza de café; a lo rústico. . . . #reuse #everydayclimatechange #recycled #woodart #woodworking #interiordesign #interiordecor #recycledwood #recycleddesign #diseñodeinteriores #reciclaje #decoracionenmadera #palette #reusa #artesanal #coffeetime #coffeelover #bookstagram,,"bookstagram, woodworking, artesanal, everydayclimatechange, interiordecor, woodart, palette, coffeetime, reuse, recycledwood, decoracionenmadera, interiordesign, reciclaje, coffeelover, diseñodeinteriores, recycled, recycleddesign, reusa",elgarage_gt,3518196733
